session_id,customer_id,session_duration_minutes,session_date
997,100170,21,2024-03-28
998,100170,10,2024-01-29
999,100170,47,2024-03-14
1000,100171,23,2024-03-01
1001,100171,10,2024-02-10
1002,100171,16,2024-02-18
1003,100171,22,2024-03-25
1004,100171,7,2024-03-23
1005,100171,44,2024-01-21
1006,100171,3,2024-02-11
1007,100172,10,2024-03-10
1008,100172,13,2024-01-11
1009,100172,7,2024-01-09
1010,100172,43,2024-01-15
1011,100173,33,2024-04-14
1012,100173,18,2024-04-20
1013,100173,6,2024-06-04
1014,100173,13,2024-05-28
1015,100174,8,2024-06-16
1016,100174,1,2024-06-19
1017,100174,6,2024-06-16
1018,100174,14,2024-07-01
1019,100174,10,2024-05-24
1020,100175,1,2024-01-17
1021,100175,35,2024-03-02
1022,100175,29,2024-03-22
1023,100175,19,2024-03-17
1024,100175,17,2024-01-19
1025,100176,20,2024-06-13
1026,100176,11,2024-07-01
1027,100176,18,2024-05-31
1028,100176,3,2024-05-10
1029,100177,15,2024-03-21
1030,100177,4,2024-04-14
1031,100177,32,2024-04-10
1032,100177,6,2024-02-22
1033,100177,22,2024-02-04
1034,100177,1,2024-04-07
1035,100177,40,2024-01-30
1036,100177,15,2024-03-11
1037,100177,15,2024-03-25
1038,100178,11,2024-02-17
1039,100178,6,2024-01-14
1040,100178,62,2024-04-06
1041,100178,24,2024-03-21
1042,100179,11,2024-05-17
1043,100179,7,2024-05-07
1044,100179,3,2024-04-25
1045,100179,2,2024-05-10
1046,100180,24,2024-03-02
1047,100180,4,2024-01-24
1048,100180,13,2024-03-19
1049,100180,6,2024-03-07
1050,100180,2,2024-04-06
1051,100180,21,2024-03-04
1052,100180,8,2024-03-03
1053,100180,47,2024-04-09
1054,100180,4,2024-02-15
1055,100181,4,2024-05-11
1056,100181,3,2024-06-06
1057,100181,3,2024-06-17
1058,100181,17,2024-06-04
1059,100181,2,2024-04-22
1060,100181,18,2024-05-06
1061,100182,6,2024-02-12
1062,100182,13,2024-03-24
1063,100182,26,2024-04-11
1064,100182,11,2024-02-27
1065,100182,1,2024-02-26
1066,100182,42,2024-05-08
1067,100182,8,2024-02-28
1068,100183,12,2024-03-30
1069,100183,22,2024-05-06
1070,100183,5,2024-03-29
1071,100183,7,2024-05-06
1072,100184,5,2024-03-09
1073,100184,9,2024-04-08
1074,100184,24,2024-05-17
1075,100184,21,2024-03-18
1076,100184,1,2024-04-19
1077,100185,14,2024-05-08
1078,100185,1,2024-03-28
1079,100185,14,2024-05-21
1080,100185,3,2024-03-12
1081,100185,6,2024-05-20
1082,100185,12,2024-04-15
1083,100185,36,2024-05-14
1084,100186,2,2024-04-23
1085,100186,8,2024-05-05
1086,100186,55,2024-05-11
1087,100186,14,2024-04-26
1088,100186,11,2024-06-10
1089,100186,10,2024-05-03
1090,100187,5,2024-06-30
1091,100187,1,2024-05-14
1092,100187,3,2024-06-22
1093,100187,3,2024-06-09
1094,100187,26,2024-05-30
1095,100187,24,2024-06-22
1096,100187,64,2024-06-26
1097,100187,14,2024-07-06
1098,100187,31,2024-05-23
1099,100187,5,2024-05-15
1100,100188,15,2024-06-20
1101,100188,6,2024-06-20
1102,100188,11,2024-05-07
1103,100188,12,2024-05-30
1104,100188,4,2024-06-14
1105,100188,7,2024-05-03
1106,100188,46,2024-06-01
1107,100188,3,2024-06-21
1108,100188,16,2024-04-28
1109,100189,1,2024-05-05
1110,100189,22,2024-03-06
1111,100189,6,2024-04-23
1112,100189,34,2024-05-11
1113,100190,2,2024-05-19
1114,100190,15,2024-05-25
1115,100190,19,2024-05-04
1116,100190,39,2024-06-11
1117,100191,10,2024-02-22
1118,100191,22,2024-03-13
1119,100191,21,2024-01-21
1120,100191,41,2024-03-29
1121,100192,1,2024-05-26
1122,100192,1,2024-05-10
1123,100192,14,2024-05-04
1124,100192,34,2024-06-29
1125,100192,18,2024-05-12
1126,100193,5,2024-05-10
1127,100193,1,2024-06-27
1128,100193,9,2024-06-20
1129,100193,4,2024-06-20
1130,100193,92,2024-06-29
1131,100193,2,2024-05-31
1132,100193,24,2024-05-13
1133,100193,19,2024-06-21
1134,100193,21,2024-05-21
1135,100194,41,2024-02-07
1136,100194,12,2024-04-01
1137,100194,12,2024-02-27
1138,100194,21,2024-02-26
1139,100194,24,2024-02-10
1140,100194,8,2024-02-18
1141,100194,1,2024-03-24
1142,100194,8,2024-04-06
1143,100195,2,2024-06-28
1144,100195,4,2024-05-20
1145,100195,9,2024-06-18
1146,100195,13,2024-04-17
1147,100195,8,2024-07-10
1148,100195,37,2024-04-24
1149,100195,5,2024-06-10
1150,100196,14,2024-07-14
1151,100196,60,2024-07-03
1152,100196,41,2024-05-09
1153,100197,3,2024-03-24
1154,100197,4,2024-04-07
1155,100197,11,2024-02-12
1156,100197,3,2024-02-07
1157,100197,1,2024-02-14
1158,100197,11,2024-02-17
1159,100197,26,2024-03-24
1160,100197,4,2024-02-26
1161,100198,9,2024-03-08
1162,100198,27,2024-03-08
1163,100198,4,2024-04-25
1164,100198,41,2024-02-27
1165,100198,4,2024-03-21
1166,100199,29,2024-02-20
1167,100199,10,2024-02-13
1168,100199,8,2024-04-27
1169,100199,28,2024-03-19
1170,100199,34,2024-03-19
1171,100200,5,2024-03-16
1172,100200,7,2024-04-08
1173,100200,1,2024-02-26
1174,100200,16,2024-04-26
1175,100200,2,2024-02-14
1176,100200,15,2024-04-28
1177,100201,48,2024-01-18
1178,100201,13,2024-04-10
1179,100201,18,2024-02-22
1180,100201,12,2024-03-04
1181,100201,56,2024-01-26
1182,100201,9,2024-03-18
1183,100201,19,2024-01-15
1184,100201,6,2024-01-15
1185,100202,14,2024-03-15
1186,100202,2,2024-03-08
1187,100202,5,2024-03-10
1188,100202,21,2024-04-24
1189,100202,1,2024-04-15
1190,100202,3,2024-04-02
1191,100203,20,2024-04-16
1192,100203,2,2024-06-08
1193,100203,11,2024-04-17
1194,100203,1,2024-04-02
1195,100204,13,2024-03-23
1196,100204,20,2024-03-05
1197,100204,12,2024-03-05
1198,100204,11,2024-04-09
1199,100204,17,2024-05-18
1200,100204,55,2024-04-21
1201,100205,3,2024-06-21
1202,100205,6,2024-04-28
1203,100205,32,2024-07-06
1204,100206,8,2024-05-21
1205,100206,35,2024-04-12
1206,100206,10,2024-05-31
1207,100207,23,2024-03-23
1208,100207,41,2024-04-10
1209,100207,3,2024-02-12
1210,100207,14,2024-04-26
1211,100207,1,2024-03-24
1212,100208,11,2024-04-24
1213,100208,26,2024-04-11
1214,100208,2,2024-04-18
1215,100208,15,2024-04-08
1216,100208,13,2024-04-20
1217,100208,3,2024-03-21
1218,100208,22,2024-03-18
1219,100208,5,2024-03-29
1220,100208,16,2024-05-23
1221,100208,5,2024-05-13
1222,100209,34,2024-03-26
1223,100209,3,2024-02-14
1224,100209,30,2024-03-07
1225,100209,19,2024-04-07
1226,100210,19,2024-03-26
1227,100210,13,2024-03-12
1228,100210,4,2024-03-16
1229,100210,7,2024-04-20
1230,100210,56,2024-02-23
1231,100210,5,2024-03-21
1232,100211,17,2024-04-29
1233,100211,9,2024-05-03
1234,100211,9,2024-03-27
1235,100211,10,2024-04-29
1236,100211,26,2024-05-17
1237,100211,6,2024-04-11
1238,100211,45,2024-05-11
1239,100212,20,2024-04-02
1240,100212,3,2024-05-23
1241,100212,1,2024-03-04
1242,100212,10,2024-04-17
1243,100213,21,2024-06-29
1244,100213,13,2024-06-23
1245,100213,45,2024-07-03
1246,100213,18,2024-06-04
1247,100213,13,2024-06-10
1248,100213,12,2024-07-23
1249,100214,2,2024-04-02
1250,100214,2,2024-01-20
1251,100214,12,2024-03-20
1252,100214,11,2024-03-13
1253,100214,1,2024-03-04
1254,100215,4,2024-02-28
1255,100215,16,2024-04-10
1256,100215,20,2024-04-24
1257,100215,41,2024-04-21
1258,100215,2,2024-04-11
1259,100215,48,2024-03-14
1260,100215,14,2024-02-26
1261,100216,21,2024-04-22
1262,100216,6,2024-01-29
1263,100216,24,2024-02-03
1264,100216,66,2024-03-06
1265,100216,10,2024-02-05
1266,100216,4,2024-04-15
1267,100217,2,2024-07-09
1268,100217,5,2024-06-21
1269,100217,6,2024-06-06
1270,100217,1,2024-07-11
1271,100217,46,2024-07-09
1272,100217,17,2024-06-05
1273,100217,44,2024-05-23
1274,100217,10,2024-06-03
1275,100217,22,2024-05-19
1276,100217,23,2024-06-09
1277,100217,42,2024-06-18
1278,100218,39,2024-03-22
1279,100219,27,2024-05-05
1280,100219,26,2024-03-31
1281,100219,6,2024-05-12
1282,100219,6,2024-03-27
1283,100219,25,2024-05-14
1284,100219,2,2024-05-11
1285,100219,22,2024-06-03
1286,100220,1,2024-03-31
1287,100220,35,2024-04-04
1288,100220,24,2024-02-01
1289,100220,1,2024-04-14
1290,100221,9,2024-03-25
1291,100221,12,2024-04-22
1292,100221,15,2024-04-16
1293,100221,15,2024-03-24
1294,100221,46,2024-03-09
1295,100221,17,2024-03-17
1296,100222,4,2024-03-27
1297,100222,35,2024-05-20
1298,100222,7,2024-05-30
1299,100222,38,2024-06-01
1300,100223,7,2024-06-09
1301,100223,34,2024-07-04
1302,100223,12,2024-06-23
1303,100223,3,2024-06-13
1304,100223,3,2024-06-16
1305,100223,3,2024-07-07
1306,100223,7,2024-06-14
1307,100224,64,2024-06-22
1308,100224,29,2024-06-25
1309,100224,36,2024-04-30
1310,100224,22,2024-04-23
1311,100224,76,2024-06-23
1312,100224,30,2024-05-31
1313,100224,18,2024-05-29
1314,100225,17,2024-05-20
1315,100225,8,2024-05-05
1316,100225,28,2024-05-25
1317,100225,6,2024-05-05
1318,100225,7,2024-05-14
1319,100226,1,2024-05-03
1320,100226,5,2024-04-15
1321,100226,36,2024-04-20
1322,100226,7,2024-04-19
1323,100226,70,2024-05-01
1324,100226,22,2024-05-31
1325,100226,1,2024-05-23
1326,100226,8,2024-06-03
1327,100226,10,2024-06-26
1328,100227,10,2024-03-13
1329,100227,61,2024-05-26
1330,100227,16,2024-04-19
1331,100227,23,2024-05-05
1332,100227,14,2024-05-18
1333,100227,5,2024-03-11
1334,100227,7,2024-04-08
1335,100227,6,2024-04-16
1336,100227,4,2024-03-09
1337,100228,52,2024-04-07
1338,100228,29,2024-04-15
1339,100228,13,2024-04-16
1340,100228,11,2024-05-20
1341,100228,2,2024-05-24
1342,100228,1,2024-07-03
1343,100228,29,2024-06-30
1344,100229,8,2024-03-30
1345,100229,43,2024-03-21
1346,100229,19,2024-03-09
1347,100229,3,2024-01-23
1348,100229,12,2024-03-04
1349,100229,3,2024-01-14
1350,100230,61,2024-03-18
1351,100230,14,2024-03-24
1352,100230,20,2024-03-24
1353,100230,32,2024-04-10
1354,100230,10,2024-02-07
1355,100231,22,2024-03-19
1356,100231,11,2024-05-05
1357,100231,15,2024-03-25
1358,100231,13,2024-04-26
1359,100231,17,2024-05-16
1360,100231,4,2024-05-01
1361,100231,33,2024-04-23
1362,100232,1,2024-05-28
1363,100232,17,2024-06-23
1364,100232,6,2024-06-13
1365,100232,23,2024-06-02
1366,100232,13,2024-07-21
1367,100232,14,2024-07-19
1368,100232,5,2024-05-08
1369,100232,21,2024-05-09
1370,100233,24,2024-06-11
1371,100233,19,2024-05-28
1372,100234,10,2024-05-28
1373,100234,1,2024-05-21
1374,100234,18,2024-05-27
1375,100234,63,2024-04-29
1376,100234,24,2024-04-23
1377,100234,5,2024-05-28
1378,100235,4,2024-01-31
1379,100235,2,2024-03-08
1380,100235,1,2024-03-23
1381,100235,22,2024-02-19
1382,100235,2,2024-02-08
1383,100235,12,2024-03-30
1384,100236,41,2024-04-26
1385,100236,7,2024-05-05
1386,100237,6,2024-05-10
1387,100237,4,2024-03-17
1388,100237,79,2024-05-21
1389,100237,14,2024-05-23
1390,100237,13,2024-05-22
1391,100237,17,2024-05-18
1392,100237,12,2024-05-06
1393,100237,5,2024-05-24
1394,100238,12,2024-03-23
1395,100238,12,2024-05-25
1396,100239,15,2024-02-12
1397,100239,29,2024-04-08
1398,100239,3,2024-03-13
1399,100239,41,2024-02-19
1400,100239,3,2024-03-01
1401,100239,13,2024-02-25
1402,100240,34,2024-03-31
1403,100240,25,2024-01-25
1404,100240,2,2024-01-13
1405,100240,38,2024-01-17
1406,100240,46,2024-03-04
1407,100241,15,2024-05-02
1408,100241,5,2024-03-25
1409,100241,33,2024-03-19
1410,100241,13,2024-04-25
1411,100241,40,2024-03-24
1412,100241,11,2024-04-10
1413,100241,60,2024-05-19
1414,100242,21,2024-05-05
1415,100242,17,2024-03-05
1416,100242,10,2024-02-23
1417,100242,49,2024-02-10
1418,100242,47,2024-02-09
1419,100243,8,2024-06-08
1420,100243,4,2024-05-06
1421,100243,4,2024-06-13
1422,100243,4,2024-06-18
1423,100243,37,2024-04-29
1424,100243,51,2024-05-07
1425,100243,15,2024-04-12
1426,100243,3,2024-06-04
1427,100243,4,2024-04-24
1428,100244,5,2024-05-18
1429,100244,3,2024-03-05
1430,100244,5,2024-05-17
1431,100245,11,2024-05-13
1432,100245,26,2024-06-14
1433,100245,5,2024-06-07
1434,100245,4,2024-05-21
1435,100246,9,2024-03-04
1436,100246,41,2024-04-28
1437,100246,3,2024-04-20
1438,100246,4,2024-02-16
1439,100246,16,2024-03-01
1440,100246,13,2024-02-20
1441,100246,34,2024-04-07
1442,100246,68,2024-02-29
1443,100247,6,2024-04-14
1444,100247,6,2024-02-15
1445,100247,18,2024-03-17
1446,100247,4,2024-02-11
1447,100247,17,2024-04-13
1448,100247,6,2024-04-04
1449,100247,9,2024-03-19
1450,100247,12,2024-04-05
1451,100247,8,2024-02-19
1452,100247,23,2024-03-03
1453,100248,4,2024-04-13
1454,100248,2,2024-03-23
1455,100248,9,2024-04-03
1456,100248,2,2024-06-06
1457,100249,24,2024-04-12
1458,100249,4,2024-05-21
1459,100249,12,2024-03-11
1460,100249,14,2024-03-17
1461,100249,9,2024-03-23
1462,100250,16,2024-06-09
1463,100250,25,2024-06-30
1464,100251,43,2024-04-25
1465,100251,21,2024-04-12
1466,100251,6,2024-03-01
1467,100252,11,2024-07-01
1468,100252,1,2024-04-26
1469,100252,10,2024-06-18
1470,100252,12,2024-06-24
1471,100252,11,2024-05-04
1472,100252,8,2024-04-19
1473,100252,2,2024-05-29
1474,100252,37,2024-05-05
1475,100253,6,2024-05-06
1476,100253,1,2024-05-03
1477,100253,23,2024-06-04
1478,100253,9,2024-05-30
1479,100253,19,2024-04-03
1480,100253,3,2024-05-20
1481,100253,8,2024-06-12
1482,100253,22,2024-04-09
1483,100253,42,2024-04-12
1484,100253,8,2024-05-07
1485,100253,11,2024-06-05
1486,100254,5,2024-06-15
1487,100254,12,2024-05-05
1488,100254,8,2024-05-14
1489,100254,3,2024-06-29
1490,100254,22,2024-06-28
1491,100254,13,2024-04-21
1492,100254,43,2024-07-12
1493,100254,5,2024-05-12
1494,100254,12,2024-05-30
1495,100254,1,2024-05-19
1496,100254,18,2024-06-27
1497,100254,3,2024-05-08
1498,100255,63,2024-03-28
1499,100255,31,2024-03-07
1500,100255,11,2024-03-16
1501,100255,16,2024-05-06
1502,100255,18,2024-03-25
1503,100255,27,2024-04-17
1504,100255,39,2024-04-26
1505,100255,2,2024-05-13
1506,100255,6,2024-04-01
1507,100255,16,2024-04-03
1508,100256,2,2024-04-30
1509,100256,32,2024-05-25
1510,100256,12,2024-05-11
1511,100256,18,2024-05-03
1512,100256,16,2024-06-03
1513,100256,18,2024-07-17
1514,100256,3,2024-07-20
1515,100257,3,2024-05-09
1516,100257,31,2024-05-08
1517,100257,9,2024-03-04
1518,100257,2,2024-03-03
1519,100257,2,2024-03-09
1520,100257,4,2024-05-26
1521,100257,18,2024-05-29
1522,100258,11,2024-06-29
1523,100258,15,2024-06-14
1524,100258,7,2024-07-11
1525,100259,17,2024-04-08
1526,100259,8,2024-03-06
1527,100259,4,2024-05-21
1528,100259,25,2024-05-05
1529,100260,14,2024-05-16
1530,100260,42,2024-03-07
1531,100260,13,2024-03-04
1532,100260,28,2024-04-25
1533,100260,10,2024-05-17
1534,100261,10,2024-02-09
1535,100261,9,2024-01-18
1536,100261,10,2024-02-15
1537,100261,5,2024-02-27
1538,100261,27,2024-02-10
1539,100262,9,2024-04-16
1540,100262,16,2024-03-31
1541,100262,4,2024-03-14
1542,100262,7,2024-03-12
1543,100262,11,2024-04-03
1544,100263,39,2024-01-19
1545,100263,19,2024-02-19
1546,100263,4,2024-02-27
1547,100263,22,2024-01-14
1548,100263,8,2024-01-20
1549,100263,19,2024-02-08
1550,100263,16,2024-03-21
1551,100263,11,2024-03-18
1552,100263,5,2024-01-16
1553,100264,21,2024-02-17
1554,100264,31,2024-03-11
1555,100264,24,2024-01-28
1556,100264,10,2024-02-08
1557,100264,6,2024-02-11
1558,100264,40,2024-01-10
1559,100264,6,2024-03-01
1560,100265,5,2024-06-06
1561,100265,11,2024-04-29
1562,100265,17,2024-07-12
1563,100266,6,2024-05-10
1564,100266,8,2024-06-06
1565,100266,13,2024-05-10
1566,100266,4,2024-05-25
1567,100266,16,2024-06-21
1568,100267,2,2024-07-20
1569,100267,12,2024-05-03
1570,100267,32,2024-05-03
1571,100267,12,2024-05-18
1572,100267,4,2024-06-25
1573,100267,2,2024-05-02
1574,100267,5,2024-05-28
1575,100268,34,2024-03-28
1576,100268,12,2024-03-31
1577,100268,8,2024-04-18
1578,100268,57,2024-05-19
1579,100268,59,2024-04-07
1580,100268,9,2024-05-05
1581,100268,34,2024-05-04
1582,100268,12,2024-04-16
1583,100269,1,2024-05-12
1584,100269,14,2024-04-28
1585,100269,22,2024-06-06
1586,100269,52,2024-05-13
1587,100269,3,2024-04-05
1588,100269,13,2024-03-30
1589,100270,15,2024-03-13
1590,100270,24,2024-03-27
1591,100270,8,2024-04-10
1592,100270,7,2024-05-24
1593,100270,4,2024-04-22
1594,100270,10,2024-03-23
1595,100271,8,2024-05-14
1596,100271,18,2024-06-26
1597,100271,5,2024-06-24
1598,100271,35,2024-05-28
1599,100271,50,2024-06-07
1600,100271,27,2024-06-08
1601,100271,10,2024-07-11
1602,100271,62,2024-07-20
1603,100271,16,2024-06-30
1604,100271,12,2024-06-30
1605,100271,29,2024-06-19
1606,100271,7,2024-04-24
1607,100271,4,2024-05-08
1608,100271,1,2024-06-23
1609,100272,8,2024-01-26
1610,100272,23,2024-01-30
1611,100272,7,2024-02-07
1612,100273,57,2024-01-14
1613,100273,1,2024-03-05
1614,100273,4,2024-03-23
1615,100273,19,2024-03-29
1616,100274,19,2024-05-26
1617,100274,1,2024-05-09
1618,100274,1,2024-06-08
1619,100274,68,2024-04-15
1620,100275,1,2024-04-10
1621,100275,17,2024-04-01
1622,100275,17,2024-04-07
1623,100276,4,2024-06-05
1624,100276,8,2024-05-17
1625,100276,10,2024-04-25
1626,100276,5,2024-05-14
1627,100276,16,2024-06-14
1628,100276,9,2024-04-06
1629,100276,4,2024-06-02
1630,100276,33,2024-06-10
1631,100276,39,2024-04-24
1632,100276,14,2024-06-15
1633,100276,16,2024-04-02
1634,100277,13,2024-06-23
1635,100277,4,2024-04-23
1636,100277,25,2024-06-23
1637,100277,11,2024-05-25
1638,100277,15,2024-05-07
1639,100277,11,2024-05-13
1640,100278,13,2024-04-12
1641,100278,13,2024-04-26
1642,100278,2,2024-04-13
1643,100278,3,2024-04-08
1644,100278,8,2024-05-11
1645,100278,7,2024-05-17
1646,100278,24,2024-04-23
1647,100279,30,2024-04-10
1648,100279,10,2024-05-24
1649,100279,59,2024-05-25
1650,100279,2,2024-07-02
1651,100279,9,2024-04-27
1652,100280,35,2024-02-26
1653,100280,18,2024-02-22
1654,100281,13,2024-02-15
1655,100281,11,2024-01-29
1656,100281,11,2024-03-17
1657,100281,34,2024-01-25
1658,100281,31,2024-02-06
1659,100281,4,2024-04-17
1660,100281,19,2024-01-23
1661,100282,2,2024-02-15
1662,100282,4,2024-02-25
1663,100282,20,2024-02-22
1664,100282,17,2024-03-01
1665,100282,14,2024-01-14
1666,100282,8,2024-02-28
1667,100282,4,2024-02-28
1668,100282,26,2024-01-10
1669,100282,7,2024-01-11
1670,100282,38,2024-03-05
1671,100282,11,2024-01-05
1672,100283,9,2024-04-15
1673,100283,5,2024-05-13
1674,100283,7,2024-04-16
1675,100283,33,2024-04-08
1676,100283,4,2024-03-11
1677,100283,10,2024-03-16
1678,100284,6,2024-02-21
1679,100284,10,2024-03-31
1680,100284,72,2024-04-03
1681,100284,19,2024-04-13
1682,100284,29,2024-04-06
1683,100284,3,2024-03-01
1684,100285,4,2024-04-01
1685,100285,12,2024-05-05
1686,100285,12,2024-04-06
1687,100285,6,2024-04-21
1688,100285,6,2024-05-09
1689,100285,11,2024-05-15
1690,100285,21,2024-06-25
1691,100286,11,2024-03-30
1692,100286,22,2024-02-14
1693,100286,1,2024-04-20
1694,100287,2,2024-04-25
1695,100287,6,2024-05-16
1696,100287,10,2024-05-27
1697,100287,2,2024-04-11
1698,100287,9,2024-04-16
1699,100287,3,2024-03-23
1700,100287,2,2024-05-14
1701,100287,17,2024-06-01
1702,100287,11,2024-05-27
1703,100287,43,2024-03-28
1704,100288,10,2024-04-26
1705,100288,1,2024-02-18
1706,100288,17,2024-03-16
1707,100288,19,2024-02-15
1708,100289,4,2024-05-25
1709,100289,51,2024-06-18
1710,100289,25,2024-07-17
1711,100289,19,2024-06-23
1712,100290,9,2024-05-21
1713,100290,5,2024-05-05
1714,100290,25,2024-03-18
1715,100290,10,2024-04-14
1716,100290,15,2024-03-21
1717,100290,33,2024-03-27
1718,100290,7,2024-05-03
1719,100290,10,2024-05-15
1720,100290,11,2024-04-14
1721,100290,30,2024-03-22
1722,100290,2,2024-04-21
1723,100291,8,2024-05-10
1724,100291,5,2024-04-29
1725,100291,28,2024-03-03
1726,100291,20,2024-04-07
1727,100291,8,2024-05-07
1728,100291,25,2024-02-28
1729,100291,8,2024-02-25
1730,100291,6,2024-04-09
1731,100291,11,2024-03-17
1732,100291,9,2024-03-13
1733,100292,37,2024-03-24
1734,100292,69,2024-04-08
1735,100292,14,2024-03-23
1736,100292,30,2024-05-20
1737,100292,26,2024-04-08
1738,100292,14,2024-06-06
1739,100292,22,2024-03-26
1740,100292,10,2024-04-16
1741,100293,2,2024-05-23
1742,100293,14,2024-03-07
1743,100293,29,2024-04-13
1744,100293,12,2024-03-23
1745,100293,6,2024-03-17
1746,100293,2,2024-03-30
1747,100294,2,2024-01-25
1748,100294,1,2024-03-30
1749,100294,29,2024-02-14
1750,100294,33,2024-04-14
1751,100294,16,2024-03-18
1752,100294,7,2024-02-06
1753,100295,30,2024-04-10
1754,100295,10,2024-04-18
1755,100295,13,2024-04-28
1756,100295,4,2024-03-24
1757,100296,3,2024-03-26
1758,100296,10,2024-02-08
1759,100296,3,2024-02-22
1760,100296,1,2024-02-02
1761,100296,4,2024-03-22
1762,100296,10,2024-03-13
1763,100296,6,2024-04-08
1764,100296,50,2024-03-31
1765,100296,64,2024-03-31
1766,100297,7,2024-05-02
1767,100297,1,2024-05-27
1768,100297,59,2024-04-08
1769,100297,2,2024-05-21
1770,100297,13,2024-04-26
1771,100297,86,2024-03-23
1772,100297,2,2024-04-28
1773,100297,20,2024-03-19
1774,100297,16,2024-04-05
1775,100297,6,2024-04-06
1776,100297,7,2024-05-28
1777,100297,32,2024-05-29
1778,100298,11,2024-05-15
1779,100298,26,2024-07-08
1780,100298,10,2024-05-01
1781,100298,2,2024-05-26
1782,100298,49,2024-05-07
1783,100298,33,2024-05-11
1784,100298,2,2024-07-22
1785,100298,7,2024-05-13
1786,100299,24,2024-07-04
1787,100299,3,2024-05-31
1788,100299,6,2024-05-13
1789,100299,22,2024-05-13
1790,100299,2,2024-06-16
1791,100299,6,2024-04-11
1792,100299,5,2024-06-11
1793,100299,34,2024-05-14
1794,100300,6,2024-03-23
1795,100300,7,2024-04-03
1796,100300,20,2024-03-13
1797,100300,5,2024-03-20
1798,100300,13,2024-05-07
1799,100301,10,2024-06-07
1800,100301,6,2024-05-09
1801,100301,2,2024-05-06
1802,100301,9,2024-05-07
1803,100301,5,2024-05-05
1804,100302,3,2024-01-23
1805,100302,10,2024-03-05
1806,100302,9,2024-01-19
1807,100302,1,2024-03-03
1808,100302,4,2024-02-25
1809,100302,24,2024-04-01
1810,100302,3,2024-03-16
1811,100303,14,2024-06-06
1812,100303,5,2024-04-26
1813,100303,9,2024-07-18
1814,100303,12,2024-05-21
1815,100303,3,2024-07-03
1816,100303,7,2024-05-17
1817,100304,3,2024-03-04
1818,100304,5,2024-03-21
1819,100304,41,2024-03-06
1820,100305,1,2024-04-30
1821,100305,5,2024-05-27
1822,100305,1,2024-05-21
1823,100305,30,2024-05-01
1824,100305,68,2024-05-31
1825,100305,1,2024-05-21
1826,100305,11,2024-04-18
1827,100305,3,2024-06-12
1828,100306,5,2024-05-06
1829,100306,3,2024-04-20
1830,100306,42,2024-04-20
1831,100306,23,2024-05-29
1832,100306,2,2024-05-29
1833,100306,5,2024-05-05
1834,100306,3,2024-04-10
1835,100306,2,2024-06-03
1836,100307,9,2024-03-20
1837,100307,12,2024-04-12
1838,100307,8,2024-03-01
1839,100307,5,2024-04-27
1840,100307,1,2024-03-15
1841,100307,1,2024-03-15
1842,100308,29,2024-04-11
1843,100308,31,2024-03-27
1844,100308,48,2024-04-28
1845,100308,12,2024-05-10
1846,100309,13,2024-03-23
1847,100309,36,2024-05-30
1848,100309,49,2024-05-08
1849,100309,10,2024-03-24
1850,100309,12,2024-06-06
1851,100309,4,2024-04-20
1852,100309,2,2024-05-25
1853,100309,6,2024-04-11
1854,100309,7,2024-06-11
1855,100309,6,2024-05-17
1856,100310,2,2024-05-11
1857,100310,13,2024-05-30
1858,100310,25,2024-04-08
1859,100310,17,2024-06-23
1860,100310,3,2024-05-10
1861,100311,12,2024-02-20
1862,100311,54,2024-03-23
1863,100311,14,2024-01-21
1864,100311,3,2024-02-06
1865,100312,39,2024-02-04
1866,100312,5,2024-03-19
1867,100312,22,2024-03-15
1868,100313,3,2024-03-31
1869,100313,5,2024-03-25
1870,100313,13,2024-04-29
1871,100313,2,2024-03-01
1872,100313,5,2024-05-08
1873,100313,1,2024-05-14
1874,100313,4,2024-03-27
1875,100313,51,2024-05-14
1876,100313,33,2024-03-01
1877,100314,5,2024-04-04
1878,100314,67,2024-03-09
1879,100314,28,2024-04-08
1880,100314,10,2024-03-05
1881,100314,16,2024-02-11
1882,100314,46,2024-03-08
1883,100315,29,2024-01-22
1884,100315,13,2024-03-03
1885,100315,12,2024-02-18
1886,100315,23,2024-03-24
1887,100315,10,2024-02-18
1888,100315,23,2024-02-20
1889,100315,3,2024-03-10
1890,100316,27,2024-06-02
1891,100316,36,2024-06-08
1892,100316,11,2024-05-21
1893,100316,13,2024-06-06
1894,100316,19,2024-05-23
1895,100316,16,2024-04-09
1896,100316,55,2024-04-23
1897,100316,4,2024-05-27
1898,100317,51,2024-05-13
1899,100317,3,2024-03-15
1900,100317,24,2024-04-02
1901,100317,3,2024-03-16
1902,100317,33,2024-03-18
1903,100317,13,2024-03-25
1904,100318,23,2024-04-15
1905,100318,12,2024-04-17
1906,100318,8,2024-03-03
1907,100318,26,2024-03-01
1908,100318,10,2024-01-30
1909,100319,30,2024-04-16
1910,100319,5,2024-03-18
1911,100319,30,2024-02-01
1912,100319,1,2024-03-12
1913,100319,33,2024-03-30
1914,100319,18,2024-03-12
1915,100319,2,2024-01-23
1916,100319,17,2024-01-30
1917,100320,7,2024-06-09
1918,100320,23,2024-06-19
1919,100320,5,2024-04-12
1920,100320,56,2024-06-16
1921,100320,2,2024-05-22
1922,100320,6,2024-05-17
1923,100320,52,2024-05-16
1924,100320,5,2024-06-01
1925,100321,19,2024-04-28
1926,100321,18,2024-06-06
1927,100321,13,2024-05-20
1928,100322,1,2024-03-14
